llave,oficina_segun_terminal,numero_caja,mes,jornada,region,zona,nombre,tx,tasa_servicio,t_ocup
2106002,600,5,201807,21,Oriente,Bucaramanga,0600 - Centro Comercial Cabecera,3221,30.4391300503934,0.801649558023416
2106002,600,6,201807,21,Oriente,Bucaramanga,0600 - Centro Comercial Cabecera,2208,30.4391300503934,0.599489336721753
2106012,601,1,201807,21,Oriente,Norte de Santander y Arauca,0601 - Centro Comercial Ventura Plaza,3295,30.3823665037351,0.821598976138098
2106012,601,2,201807,21,Oriente,Norte de Santander y Arauca,0601 - Centro Comercial Ventura Plaza,3497,30.3823665037351,0.871967107603923
2106012,601,3,201807,21,Oriente,Norte de Santander y Arauca,0601 - Centro Comercial Ventura Plaza,3096,30.3823665037351,0.882261584261366
2106012,601,4,201807,21,Oriente,Norte de Santander y Arauca,0601 - Centro Comercial Ventura Plaza,955,30.3823665037351,0.259774431412404
2106032,603,1,201807,21,Oriente,Boyaca,0603 - Terminal de Transporte Sogamoso,2549,29.8609678698929,0.776020635824434
2106032,603,2,201807,21,Oriente,Boyaca,0603 - Terminal de Transporte Sogamoso,2493,29.8609678698929,0.758971928250417
2106042,604,1,201807,21,Central,Sabana,0604 - Briceno,2296,30.3744314101029,0.687180839401153
2106042,604,2,201807,21,Central,Sabana,0604 - Briceno,1881,30.3744314101029,0.562973501268976
2106052,605,1,201807,21,Bogota Norte,Autopista Nororiental,0605 - Toberin,2494,30.6958544839256,0.738625057158786
2106052,605,2,201807,21,Bogota Norte,Autopista Nororiental,0605 - Toberin,2868,30.6958544839256,0.849389199651723
2106052,605,3,201807,21,Bogota Norte,Autopista Nororiental,0605 - Toberin,3313,30.6958544839256,0.98118075956979
2106052,605,4,201807,21,Bogota Norte,Autopista Nororiental,0605 - Toberin,3145,30.6958544839256,0.93142574369061
2106062,606,1,201807,21,Bogota Sur,Occidente,0606 - Tintal Plaza,3612,30.6216657071579,0.893603784500854
2106062,606,2,201807,21,Bogota Sur,Occidente,0606 - Tintal Plaza,3271,30.6216657071579,0.809240858001743
2106062,606,3,201807,21,Bogota Sur,Occidente,0606 - Tintal Plaza,3539,30.6216657071579,0.875543685866147
2106072,607,1,201807,21,Bogota Norte,Calle 72,0607 - Centro Comercial Floresta Outlet,2021,30.791800128123,0.596675972053578
2106072,607,2,201807,21,Bogota Norte,Calle 72,0607 - Centro Comercial Floresta Outlet,2911,30.791800128123,0.859437780627395
2106072,607,3,201807,21,Bogota Norte,Calle 72,0607 - Centro Comercial Floresta Outlet,2873,30.791800128123,0.848218737115255
2106082,608,1,201807,21,Central,Girardot,0608 - Tocaima,2235,30.7873862158648,0.659951503376141
2106082,608,2,201807,21,Central,Girardot,0608 - Tocaima,2379,30.7873862158648,0.780524298549261
2106092,609,1,201807,21,Occidente,Cali Sur,0609 - Centro Comercial Carulla Pance,2808,30.3903106075405,0.839980645704188
2106092,609,2,201807,21,Occidente,Cali Sur,0609 - Centro Comercial Carulla Pance,2311,30.3903106075405,0.691308857629052
2106112,611,1,201807,21,Oriente,Boyaca y Norte de Cundinamarca,0611 - Ubate,2231,29.4275731547532,0.689211375846744
2106112,611,2,201807,21,Oriente,Boyaca y Norte de Cundinamarca,0611 - Ubate,2448,29.4275731547532,0.756248071749363
2106112,611,3,201807,21,Oriente,Boyaca y Norte de Cundinamarca,0611 - Ubate,2190,29.4275731547532,0.751717173716006
2106122,612,1,201807,21,Occidente,Valle del Cauca,0612 - Tulua,3138,30.5584467574059,0.93353150288501
2106122,612,2,201807,21,Occidente,Valle del Cauca,0612 - Tulua,2721,30.5584467574059,0.809477125350578
2106122,612,4,201807,21,Occidente,Valle del Cauca,0612 - Tulua,3416,30.5584467574059,1.0162344212413
2106122,612,5,201807,21,Occidente,Valle del Cauca,0612 - Tulua,3215,30.5584467574059,0.95643842631463
2106142,614,1,201807,21,Oriente,Norte de Santander y Arauca,0614 - Centro Comercial Unicentro Cucuta,1112,30.0736347119803,0.336144633194729
2106142,614,2,201807,21,Oriente,Norte de Santander y Arauca,0614 - Centro Comercial Unicentro Cucuta,1828,30.0736347119803,0.460485903387264
2106142,614,3,201807,21,Oriente,Norte de Santander y Arauca,0614 - Centro Comercial Unicentro Cucuta,3375,30.0736347119803,0.85018595401095
2106142,614,4,201807,21,Oriente,Norte de Santander y Arauca,0614 - Centro Comercial Unicentro Cucuta,3042,30.0736347119803,0.766300939881869
2106152,615,1,201807,21,Bogota Norte,Autopista Nororiental,0615 - Centro Comercial Santafe II,2858,30.3331477563746,0.713790580701109
2106152,615,2,201807,21,Bogota Norte,Autopista Nororiental,0615 - Centro Comercial Santafe II,3175,30.3331477563746,0.792961894235837
2106152,615,3,201807,21,Bogota Norte,Autopista Nororiental,0615 - Centro Comercial Santafe II,2948,30.3331477563746,0.736268240695196
2106162,616,1,201807,21,Oriente,Boyaca,0616 - Tunja,320,30.2766032417195,0.0960837940064009
2106162,616,2,201807,21,Oriente,Boyaca,0616 - Tunja,2730,30.2766032417195,0.712795537058355
2106162,616,3,201807,21,Oriente,Boyaca,0616 - Tunja,2825,30.2766032417195,0.73759977735892
2106162,616,4,201807,21,Oriente,Boyaca,0616 - Tunja,2770,30.2766032417195,0.831725341867908
2106162,616,5,201807,21,Oriente,Boyaca,0616 - Tunja,2554,30.2766032417195,0.766868780913588
2106162,616,6,201807,21,Oriente,Boyaca,0616 - Tunja,2767,30.2766032417195,0.830824556299098
2106162,616,7,201807,21,Oriente,Boyaca,0616 - Tunja,224,30.2766032417195,0.448391038696538
2106182,618,1,201807,21,Antioquia,Municipios Antioquia y Choco,0618 - Chigorodo,3505,31.0283775447255,0.855765992429213
2106182,618,2,201807,21,Antioquia,Municipios Antioquia y Choco,0618 - Chigorodo,2979,31.0283775447255,0.758963535256702
2106192,619,1,201807,21,Oriente,Norte de Santander y Arauca,0619 - Villa del Rosario,2988,30.8271177041453,0.881160432328829
2106192,619,2,201807,21,Oriente,Norte de Santander y Arauca,0619 - Villa del Rosario,1797,30.8271177041453,0.529934838318242
2106192,619,3,201807,21,Oriente,Norte de Santander y Arauca,0619 - Villa del Rosario,2428,30.8271177041453,0.753701659160994
2106202,620,1,201807,21,Antioquia,Municipios Antioquia y Choco,0620 - Turbo,3012,30.4766355140187,0.748710657634301
2106202,620,2,201807,21,Antioquia,Municipios Antioquia y Choco,0620 - Turbo,2794,30.4766355140187,0.757659390594073
2106202,620,3,201807,21,Antioquia,Municipios Antioquia y Choco,0620 - Turbo,1684,30.4766355140187,0.528760221201997
2106212,621,1,201807,21,Bogota Norte,Calle 72,0621 - Centro Empresarial Paralelo 108,2415,30.8843545956806,0.710863015982079
2106212,621,2,201807,21,Bogota Norte,Calle 72,0621 - Centro Empresarial Paralelo 108,2218,30.8843545956806,0.652875432483748
2106212,621,3,201807,21,Bogota Norte,Calle 72,0621 - Centro Empresarial Paralelo 108,3331,30.8843545956806,0.980490561588532
2106222,622,1,201807,21,Bogota Norte,Carrera Septima,0622 - Calle 104 Avenida 19,1846,30.4215468669968,0.55164250046812
2106222,622,2,201807,21,Bogota Norte,Carrera Septima,0622 - Calle 104 Avenida 19,2166,30.4215468669968,0.647268502716114
2106222,622,3,201807,21,Bogota Norte,Carrera Septima,0622 - Calle 104 Avenida 19,1845,30.4215468669968,0.551343669211095
2106242,624,1,201807,21,Bogota Norte,Occidental,0624 - Parque Agroindustrial,2221,30.5054575986566,0.661878584368401
2106242,624,2,201807,21,Bogota Norte,Occidental,0624 - Parque Agroindustrial,2543,30.5054575986566,0.757837568684756
2106252,625,1,201807,21,Central,Huila - Caqueta,0625 - Puerto Rico,2732,30.0858150470219,0.82551739407911
2106252,625,2,201807,21,Central,Huila - Caqueta,0625 - Puerto Rico,2372,30.0858150470219,0.716737649617734
2106272,627,1,201807,21,Costa,Barranquilla Centro,0627 - Carrera 38,2832,30.6704675028506,0.799449193827958
2106272,627,2,201807,21,Costa,Barranquilla Centro,0627 - Carrera 38,2720,30.6704675028506,0.806224186995992
2106272,627,3,201807,21,Costa,Barranquilla Centro,0627 - Carrera 38,3218,30.6704675028506,0.829421174473498
2106282,628,1,201807,21,Costa,Cesar,0628 - Valledupar,1885,30.4717519158795,0.562368835361694
2106282,628,2,201807,21,Costa,Cesar,0628 - Valledupar,2028,30.4717519158795,0.605031298733961
2106282,628,3,201807,21,Costa,Cesar,0628 - Valledupar,1698,30.4717519158795,0.506579460182576
2106302,630,1,201807,21,Costa,Barranquilla Centro,0630 - Sector Vivero,2104,30.7020622286541,0.622996350695339
2106302,630,2,201807,21,Costa,Barranquilla Centro,0630 - Sector Vivero,2506,30.7020622286541,0.74202892340424
2106302,630,3,201807,21,Costa,Barranquilla Centro,0630 - Sector Vivero,918,30.7020622286541,0.679551627778424
2106313,631,1,201807,21,Direccion Banca Premium,No hay informacion,0631 - Ciudad Empresarial Organizacion Luis Carlos Sarmiento,415,28.9518072289157,0.130310596602731
2106322,632,1,201807,21,Oriente,Boyaca y Norte de Cundinamarca,0632 - Tocancipa,3863,30.5617340888128,1.14908996054111
2106322,632,2,201807,21,Oriente,Boyaca y Norte de Cundinamarca,0632 - Tocancipa,3726,30.5617340888128,1.10833787030189
2106332,633,1,201807,21,Antioquia,Risaralda,0633 - Unicentro Pereira,2837,30.2429133324291,0.710659849670573
2106332,633,2,201807,21,Antioquia,Risaralda,0633 - Unicentro Pereira,2552,30.2429133324291,0.63926821866736
2106332,633,3,201807,21,Antioquia,Risaralda,0633 - Unicentro Pereira,1984,30.2429133324291,0.596383140675255
2106342,634,1,201807,21,Antioquia,Medellin El Poblado,0634 - San Lucas Plaza,2233,30.5968954644676,0.663466005025723
2106342,634,2,201807,21,Antioquia,Medellin El Poblado,0634 - San Lucas Plaza,1890,30.5968954644676,0.561554298924593
2106362,636,1,201807,21,Central,Villavicencio,0636 - Villavicencio,1839,30.1400616053633,0.55468306724386
2106362,636,2,201807,21,Central,Villavicencio,0636 - Villavicencio,1972,30.1400616053633,0.660887564863085
2106362,636,3,201807,21,Central,Villavicencio,0636 - Villavicencio,1708,30.1400616053633,0.515170570338507
2106372,637,1,201807,21,Bogota Norte,Carrera Septima,0637 - World Trade Center,2031,30.5154622656626,0.605058386561377
2106372,637,2,201807,21,Bogota Norte,Carrera Septima,0637 - World Trade Center,2076,30.5154622656626,0.618464406943091
2106372,637,3,201807,21,Bogota Norte,Carrera Septima,0637 - World Trade Center,2134,30.5154622656626,0.635743277657301
2106382,638,1,201807,21,Central,Neiva - Tolima,0638 - Centro Comercial Santa Lucia Plaza,1009,30.2491134751773,0.25269961713794
2106382,638,2,201807,21,Central,Neiva - Tolima,0638 - Centro Comercial Santa Lucia Plaza,1247,30.2491134751773,0.312305671527265
2106392,639,1,201807,21,Occidente,Cali Norte,0639 - Vipasa,2571,30.9826086956522,0.754382160079606
2106392,639,2,201807,21,Occidente,Cali Norte,0639 - Vipasa,3179,30.9826086956522,0.932781364019085
2106402,640,1,201807,21,Central,Magdalena Alto,0640 - La Vega,2385,31.0028837622005,0.822762862513917
2106402,640,2,201807,21,Central,Magdalena Alto,0640 - La Vega,2123,31.0028837622005,0.732379688518677
2106412,641,1,201807,21,Bogota Norte,Carrera Septima,0641 - Bella Suiza,2283,30.4444909052896,0.681717605957387
2106412,641,2,201807,21,Bogota Norte,Carrera Septima,0641 - Bella Suiza,2500,30.4444909052896,0.746515118218777
2106422,642,1,201807,21,Central,Neiva - Tolima,0642 - San Juan Plaza Neiva,948,30.5925058548009,0.281708921102629
2106422,642,2,201807,21,Central,Neiva - Tolima,0642 - San Juan Plaza Neiva,1187,30.5925058548009,0.352730473996646
2106432,643,1,201807,21,Antioquia,Municipios Antioquia,0643 - Ciudad Bolivar,1333,30.5961469853728,0.344407725984332
2106432,643,2,201807,21,Antioquia,Municipios Antioquia,0643 - Ciudad Bolivar,1470,30.5961469853728,0.397068308515661
2106442,644,1,201807,21,Antioquia,Municipios Antioquia,0644 - Yarumal,1960,30.4921479904179,0.615108547523056
2106442,644,2,201807,21,Antioquia,Municipios Antioquia,0644 - Yarumal,1737,30.4921479904179,0.545124258697729
2106442,644,3,201807,21,Antioquia,Municipios Antioquia,0644 - Yarumal,1872,30.4921479904179,0.62012984178855
2106442,644,4,201807,21,Antioquia,Municipios Antioquia,0644 - Yarumal,1945,30.4921479904179,0.644312255490775
2106454,645,1,201807,21,Occidente,No hay informacion,0645 - Oficina de Recaudos y Pagos Carrera Primera,3509,30.8849215640365,0.860722060705762
2106454,645,2,201807,21,Occidente,No hay informacion,0645 - Oficina de Recaudos y Pagos Carrera Primera,2525,30.8849215640365,0.619356854739826
2106454,645,3,201807,21,Occidente,No hay informacion,0645 - Oficina de Recaudos y Pagos Carrera Primera,2508,30.8849215640365,0.615186927400983
2106462,646,1,201807,21,Oriente,Casanare y Bucaramanga,0646 - Yopal,1624,30.5353090228049,0.402911602887069
2106462,646,2,201807,21,Oriente,Casanare y Bucaramanga,0646 - Yopal,3068,30.5353090228049,0.761165515798971
2106462,646,3,201807,21,Oriente,Casanare y Bucaramanga,0646 - Yopal,2201,30.5353090228049,0.546064309085246
2106462,646,4,201807,21,Oriente,Casanare y Bucaramanga,0646 - Yopal,2019,30.5353090228049,0.601092507065758
2106462,646,5,201807,21,Oriente,Casanare y Bucaramanga,0646 - Yopal,2,30.5353090228049,0.0119087173267114
2106462,646,7,201807,21,Oriente,Casanare y Bucaramanga,0646 - Yopal,163,30.5353090228049,0.0404400192552908
2106482,648,1,201807,21,Occidente,Cali Aeropuerto,0648 - Yumbo,2944,30.5918320523116,0.874862163137891
2106482,648,2,201807,21,Occidente,Cali Aeropuerto,0648 - Yumbo,3450,30.5918320523116,1.02522909742722
2106482,648,3,201807,21,Occidente,Cali Aeropuerto,0648 - Yumbo,1743,30.5918320523116,0.517963570091489
2106482,648,4,201807,21,Occidente,Cali Aeropuerto,0648 - Yumbo,580,30.5918320523116,0.181428795273161
2106492,649,1,201807,21,Antioquia,Municipios Antioquia y Choco,0649 - Centro Comercial Nuestro Uraba,2537,30.1440140074415,0.637595808074941
2106492,649,2,201807,21,Antioquia,Municipios Antioquia y Choco,0649 - Centro Comercial Nuestro Uraba,2032,30.1440140074415,0.510679811591754
2106522,652,1,201807,21,Central,Neiva - Tolima,0652 - Purificacion,1943,30.5759756435096,0.577696573596855
2106522,652,2,201807,21,Central,Neiva - Tolima,0652 - Purificacion,1670,30.5759756435096,0.551697419744238
2106532,653,1,201807,21,Antioquia,Sur Valle Aburra,0653 - Guayabal Box,2542,30.8001443001443,0.75029164421748
2106532,653,2,201807,21,Antioquia,Sur Valle Aburra,0653 - Guayabal Box,3258,30.8001443001443,0.961624774532081
2106532,653,3,201807,21,Antioquia,Sur Valle Aburra,0653 - Guayabal Box,1130,30.8001443001443,0.667057087305863
2106551,655,1,201807,21,Bogota Norte,No hay informacion,0655 - Escuela Militar de Cadetes General Jose Maria Cordoba,858,30.455710955711,0.256109601622594
2106562,656,1,201807,21,Occidente,Valle del Cauca,0656 - Zarzal,3072,30.5209473485563,0.915019852049046
2106562,656,2,201807,21,Occidente,Valle del Cauca,0656 - Zarzal,2366,30.5209473485563,0.704732086571628
2106562,656,3,201807,21,Occidente,Valle del Cauca,0656 - Zarzal,3656,30.5209473485563,1.08896893850629
2106562,656,4,201807,21,Occidente,Valle del Cauca,0656 - Zarzal,1504,30.5209473485563,0.597304625643127
2106572,657,1,201807,21,Costa,Cesar,0657 - Centro Comercial Los Mayales,2956,30.3265230312036,0.770533071290861
2106572,657,2,201807,21,Costa,Cesar,0657 - Centro Comercial Los Mayales,2428,30.3265230312036,0.661668852767359
2106583,658,1,201807,21,Direccion Banca Premium,No hay informacion,0658 - Edificio Banco de Bogota Barranquilla,887,29.2209695603157,0.2759537580364
2106594,659,1,201807,21,Costa,No hay informacion,0659 - Oficina de Recaudos y Pagos Cartagena,1917,30.3063735656021,0.676513597128694
2106594,659,2,201807,21,Costa,No hay informacion,0659 - Oficina de Recaudos y Pagos Cartagena,2487,30.3063735656021,0.785281782747277
2106594,659,3,201807,21,Costa,No hay informacion,0659 - Oficina de Recaudos y Pagos Cartagena,2499,30.3063735656021,0.789070838393826
2106594,659,4,201807,21,Costa,No hay informacion,0659 - Oficina de Recaudos y Pagos Cartagena,330,30.3063735656021,0.989890787660922
2106602,660,1,201807,21,Central,Sabana,0660 - Zipaquira,2472,30.568642254939,0.735156212870277
2106602,660,2,201807,21,Central,Sabana,0660 - Zipaquira,3028,30.568642254939,0.900506882108091
2106602,660,3,201807,21,Central,Sabana,0660 - Zipaquira,2447,30.568642254939,0.766022505916185
2106634,663,1,201807,21,Bogota Norte,No hay informacion,0663 - Oficina de Recaudos y Pagos Calle 128,2390,30.4790970746027,0.712858149114181
2106634,663,2,201807,21,Bogota Norte,No hay informacion,0663 - Oficina de Recaudos y Pagos Calle 128,2570,30.4790970746027,0.638788508794786
2106634,663,3,201807,21,Bogota Norte,No hay informacion,0663 - Oficina de Recaudos y Pagos Calle 128,2242,30.4790970746027,0.557262193275451
2106634,663,4,201807,21,Bogota Norte,No hay informacion,0663 - Oficina de Recaudos y Pagos Calle 128,2535,30.4790970746027,0.756106865273828
2106634,663,5,201807,21,Bogota Norte,No hay informacion,0663 - Oficina de Recaudos y Pagos Calle 128,142,30.4790970746027,0.282359434237695
2106684,668,1,201807,21,Central,No hay informacion,0668 - Oficina de Recaudos y Pagos Avenida 40 Villavicencio,3495,30.467093886685,1.04285388658657
2106684,668,2,201807,21,Central,No hay informacion,0668 - Oficina de Recaudos y Pagos Avenida 40 Villavicencio,2899,30.467093886685,0.865016714510575
2106684,668,3,201807,21,Central,No hay informacion,0668 - Oficina de Recaudos y Pagos Avenida 40 Villavicencio,3437,30.467093886685,1.02554758460602
2106714,671,1,201807,21,Occidente,No hay informacion,0671 - Oficina de Recaudos y Pagos La Campina,2828,30.6670048472551,0.698608896791564
2106714,671,2,201807,21,Occidente,No hay informacion,0671 - Oficina de Recaudos y Pagos La Campina,3129,30.6670048472551,0.772965784321359
2106714,671,3,201807,21,Occidente,No hay informacion,0671 - Oficina de Recaudos y Pagos La Campina,2914,30.6670048472551,0.719853721800077
2106747,674,1,201807,21,Costa,Bolivar - San Andres/Prov.,0674 - Providencia,3068,30.7119307069014,0.908145741701665
2106747,674,2,201807,21,Costa,Bolivar - San Andres/Prov.,0674 - Providencia,4090,30.7119307069014,1.210663651747
2106752,675,1,201807,21,Costa,Barranquilla Norte,0675 - Centro Comercial Le Champ,1596,30.2788778877888,0.39931826852095
2106752,675,2,201807,21,Costa,Barranquilla Norte,0675 - Centro Comercial Le Champ,1434,30.2788778877888,0.453203321772095
2106762,676,1,201807,21,Oriente,Boyaca,0676 - Paipa,2078,30.479773814702,0.619785081272387
2106762,676,2,201807,21,Oriente,Boyaca,0676 - Paipa,2520,30.479773814702,0.653579279744912
2106772,677,1,201807,21,Antioquia,Medellin El Poblado,0677 - Centro Comercial Premium Plaza,2704,30.5897807398822,0.66966313551051
2106772,677,2,201807,21,Antioquia,Medellin El Poblado,0677 - Centro Comercial Premium Plaza,2940,30.5897807398822,0.728110065976664
2106772,677,3,201807,21,Antioquia,Medellin El Poblado,0677 - Centro Comercial Premium Plaza,1693,30.5897807398822,0.718769878541395
2106772,677,4,201807,21,Antioquia,Medellin El Poblado,0677 - Centro Comercial Premium Plaza,3016,30.5897807398822,0.746931958838645
2106782,678,1,201807,21,Occidente,Cali Sur,0678 - Centro Comercial La 14 Valle de Lili,2964,30.5361093038387,0.882412827297133
2106782,678,2,201807,21,Occidente,Cali Sur,0678 - Centro Comercial La 14 Valle de Lili,3063,30.5361093038387,0.911886130233171
2106782,678,3,201807,21,Occidente,Cali Sur,0678 - Centro Comercial La 14 Valle de Lili,3195,30.5361093038387,0.951183867481221
2106792,679,1,201807,21,Occidente,Cali Oriente,0679 - Centro Comercial Rio Cauca,2644,30.6871132633845,0.783272229944274
2106792,679,2,201807,21,Occidente,Cali Oriente,0679 - Centro Comercial Rio Cauca,2092,30.6871132633845,0.619744896007345
2106792,679,3,201807,21,Occidente,Cali Oriente,0679 - Centro Comercial Rio Cauca,2698,30.6871132633845,0.799269469133756
2106922,692,1,201807,21,Occidente,Narino - Cauca,0692 - Tumaco,3718,30.5636762498557,0.96164165945073
2106922,692,2,201807,21,Occidente,Narino - Cauca,0692 - Tumaco,3590,30.5636762498557,0.970741256551015
2106922,692,3,201807,21,Occidente,Narino - Cauca,0692 - Tumaco,1353,30.5636762498557,0.619136152614046
2106932,693,1,201807,21,Occidente,Narino - Cauca,0693 - Unicentro Pasto,3535,30.4319062074741,1.05600889465383
2106932,693,2,201807,21,Occidente,Narino - Cauca,0693 - Unicentro Pasto,3340,30.4319062074741,0.997756635967123
2106932,693,3,201807,21,Occidente,Narino - Cauca,0693 - Unicentro Pasto,2678,30.4319062074741,0.799997685964059
2106942,694,1,201807,21,Bogota Norte,Santa Barbara,0694 - Unicentro Bogota Entrada 7,1916,30.0737396538751,0.482652030715482
2106942,694,2,201807,21,Bogota Norte,Santa Barbara,0694 - Unicentro Bogota Entrada 7,2829,30.0737396538751,0.712642272909236
2106942,694,3,201807,21,Bogota Norte,Santa Barbara,0694 - Unicentro Bogota Entrada 7,2583,30.0737396538751,0.678963526552467
2106942,694,4,201807,21,Bogota Norte,Santa Barbara,0694 - Unicentro Bogota Entrada 7,646,30.0737396538751,0.195277585704928
2106952,695,1,201807,21,Central,Meta,0695 - Puerto Carreno,2134,30.6012183692596,0.633961686293126
2106972,697,1,201807,21,Central,Meta,0697 - Puerto Lopez,1839,30.5208578143361,0.547762514405118
2106972,697,2,201807,21,Central,Meta,0697 - Puerto Lopez,1565,30.5208578143361,0.49068334337541
2106991,699,1,201807,21,Central,No hay informacion,0699 - Base Militar Larandia,756,30.4854497354497,0.225442869708935
2107042,704,1,201807,21,Central,Neiva - Tolima,0704 - Quirinal,2588,30.8622754491018,0.76233111087593
2107042,704,2,201807,21,Central,Neiva - Tolima,0704 - Quirinal,1921,30.8622754491018,0.565857057184182
2107052,705,1,201807,21,Central,Meta,0705 - Castilla La Nueva,2694,30.5040831477357,0.802873142336259
2107087,708,1,201807,21,Central,Cundinamarca,0708 - Extension de Oficina Madrid,3006,30.8128606760099,0.886878794364882
2107087,708,2,201807,21,Central,Cundinamarca,0708 - Extension de Oficina Madrid,3059,30.8128606760099,0.902515712562266
2107502,750,1,201807,21,Central,Neiva - Tolima,0750 - Guamo,2190,30.8486140724947,0.645380400633373
2107502,750,2,201807,21,Central,Neiva - Tolima,0750 - Guamo,2031,30.8486140724947,0.630025279349378
2107522,752,1,201807,21,Antioquia,Sur Valle Aburra,0752 - Centro Comercial Avesmaria,4095,30.7208569628229,1.05373172177947
2107522,752,2,201807,21,Antioquia,Sur Valle Aburra,0752 - Centro Comercial Avesmaria,2679,30.7208569628229,0.792769078154893
2107522,752,3,201807,21,Antioquia,Sur Valle Aburra,0752 - Centro Comercial Avesmaria,2748,30.7208569628229,0.855986887004045
2107672,767,1,201807,21,Central,Neiva - Tolima,0767 - Chaparral,2602,30.781917120134,0.768455887988647
2107672,767,2,201807,21,Central,Neiva - Tolima,0767 - Chaparral,2176,30.781917120134,0.676467499600831
2107812,781,1,201807,21,Antioquia,Quindio,0781 - Montenegro,2101,30.6176786673831,0.542454437274733
2107812,781,2,201807,21,Antioquia,Quindio,0781 - Montenegro,1621,30.6176786673831,0.458383281995283
2107922,792,1,201807,21,Central,Neiva - Tolima,0792 - Calle Septima Neiva,2397,30.707362973418,0.709631403705115
2107922,792,2,201807,21,Central,Neiva - Tolima,0792 - Calle Septima Neiva,1854,30.707362973418,0.548876354805708
2107932,793,1,201807,21,Central,Huila - Caqueta,0793 - Pitalito,2991,30.204834156669,0.947596978050563
2107932,793,2,201807,21,Central,Huila - Caqueta,0793 - Pitalito,2677,30.204834156669,0.848116720241176
2107962,796,1,201807,21,Bogota Sur,Autopista Sur,0796 - Bosa Centro,3381,30.8658948878189,0.995803418241201
2107962,796,2,201807,21,Bogota Sur,Autopista Sur,0796 - Bosa Centro,3222,30.8658948878189,0.948973266362954
2107962,796,3,201807,21,Bogota Sur,Autopista Sur,0796 - Bosa Centro,3158,30.8658948878189,0.930123393908817
2107982,798,1,201807,21,Central,Cundinamarca,0798 - Subachoque,2447,30.5420282667989,0.728355509042494
2107982,798,2,201807,21,Central,Cundinamarca,0798 - Subachoque,1586,30.5420282667989,0.629435683063013
2107992,799,1,201807,21,Central,Sabana,0799 - Calera,1952,30.6714690599906,0.578565523247226
2107992,799,2,201807,21,Central,Sabana,0799 - Calera,2282,30.6714690599906,0.676376293058489
2108002,800,1,201807,21,Costa,No hay informacion,0800 - Planeta Rica,2664,30.5542971352432,0.660523071189854
2108002,800,2,201807,21,Costa,No hay informacion,0800 - Planeta Rica,1839,30.5542971352432,0.547163030593758
2108012,801,1,201807,21,Bogota Sur,Calle 26,0801 - Engativa,2856,30.6570839537281,0.846904956871445
2108012,801,2,201807,21,Bogota Sur,Calle 26,0801 - Engativa,2976,30.6570839537281,0.8824891987568
2108012,801,3,201807,21,Bogota Sur,Calle 26,0801 - Engativa,2899,30.6570839537281,0.859655976880364
2108022,802,1,201807,21,Bogota Norte,Noroccidente,0802 - Centro Suba,2432,30.8987297517772,0.715533974590631
2108022,802,2,201807,21,Bogota Norte,Noroccidente,0802 - Centro Suba,3157,30.8987297517772,0.928840772114565
2108022,802,3,201807,21,Bogota Norte,Noroccidente,0802 - Centro Suba,2992,30.8987297517772,0.880295087160842
2108032,803,1,201807,21,Occidente,Cali Centro,0803 - San Nicolas,2770,30.5474515611502,0.824350867089812
2108032,803,2,201807,21,Occidente,Cali Centro,0803 - San Nicolas,2929,30.5474515611502,0.871669202059949
2108032,803,3,201807,21,Occidente,Cali Centro,0803 - San Nicolas,2404,30.5474515611502,0.753083596611783
2108042,804,1,201807,21,Central,Meta,0804 - Puerto Gaitan,2067,30.302484169508,0.620111175895523
2108042,804,2,201807,21,Central,Meta,0804 - Puerto Gaitan,2039,30.302484169508,0.611711024504582
2108072,807,1,201807,21,Oriente,Boyaca,0807 - Centro Comercial Unicentro Tunja,277,29.9080118694362,0.0935528516637754
2108072,807,2,201807,21,Oriente,Boyaca,0807 - Centro Comercial Unicentro Tunja,2754,29.9080118694362,0.727923710983625
2108072,807,3,201807,21,Oriente,Boyaca,0807 - Centro Comercial Unicentro Tunja,3372,29.9080118694362,0.891270426084525
2108082,808,1,201807,21,Antioquia,Noroccidente Valle Aburra,0808 - Centro Comercial Puerta del Norte,3932,30.6270119811207,0.972601532472083
2108082,808,2,201807,21,Antioquia,Noroccidente Valle Aburra,0808 - Centro Comercial Puerta del Norte,3190,30.6270119811207,0.946876568235792
2108082,808,3,201807,21,Antioquia,Noroccidente Valle Aburra,0808 - Centro Comercial Puerta del Norte,1141,30.6270119811207,0.356504261460828
2108102,810,1,201807,21,Costa,Barranquilla Sur,0810 - Centro Comercial Metropolitano,2732,30.7680901542112,0.672676451259584
2108102,810,2,201807,21,Costa,Barranquilla Sur,0810 - Centro Comercial Metropolitano,2167,30.7680901542112,0.673972352568168
2108102,810,3,201807,21,Costa,Barranquilla Sur,0810 - Centro Comercial Metropolitano,3531,30.7680901542112,0.907207543216344
2108112,811,1,201807,21,Antioquia,Medellin Occidental,0811 - La Gran Via,3038,30.9990626673808,0.890936029728519
2108112,811,2,201807,21,Antioquia,Medellin Occidental,0811 - La Gran Via,2524,30.9990626673808,0.740198334112831
2108112,811,3,201807,21,Antioquia,Medellin Occidental,0811 - La Gran Via,1906,30.9990626673808,0.558961182574903
2108124,812,1,201807,21,Occidente,No hay informacion,0812 - Oficina de Recaudos y Pagos Avenida Sexta,2541,30.8532681617788,0.623920937615517
