llave,jornada,region,zona,nombre,mes,total_tx,t_ocup,num_cajeros
2104172,21,Antioquia,Noroccidente Valle Aburra,0417 - Centro Comercial Florida,201809,9787,0.777264376287503,3
2104182,21,Central,Magdalena Alto,0418 - Armero Guayabal,201809,2210,0.689043182117974,1
2104202,21,Oriente,Magdalena Medio,0420 - San Martin Cesar,201809,3623,1.14365607116527,1
2104231,21,Costa,No hay informacion,0423 - Base Militar Covenas,201809,579,0.17200843518148,1
2104247,21,Costa,No hay informacion,0424 - El Paso Cesar,201809,1539,0.456883574327557,1
2104254,21,Bogota Sur,No hay informacion,0425 - Oficina de Recaudos y Pagos Fontibon,201809,8437,0.721274834446313,3
2104262,21,Costa,Bolivar - San Andres/Prov.,0426 - Mamonal,201809,3517,0.526644506871467,2
2104272,21,Occidente,Cali Oriente,0427 - Avenida Roosevelt,201809,5185,0.806904340886318,2
2104282,21,Antioquia,Caldas,0428 - Manizales,201809,6896,0.445365174258473,4
2104312,21,Antioquia,Noroccidente Valle Aburra,0431 - Terminal de Transportes,201809,8200,0.654091170523095,3
2104322,21,Antioquia,Medellin Centro,0432 - Maturin,201809,5807,0.581826480992906,3
2104332,21,Antioquia,Medellin El Poblado,0433 - El Poblado,201809,4989,0.733046389329677,2
2104342,21,Antioquia,Medellin Centro,0434 - Medellin,201809,11817,0.696937450730407,5
2104362,21,Costa,No hay informacion,0436 - Montelibano,201809,7704,0.61865610132967,3
2104372,21,Bogota Sur,Sur Oriente,0437 - Santa Librada Bogota,201809,10840,0.559400203980919,5
2104382,21,Costa,No hay informacion,0438 - Monteria,201809,11639,0.555449780417219,5
2104392,21,Costa,Magdalena - Guajira,0439 - Torre Banco de Bogota,201809,5738,0.851095436941741,2
2104412,21,Bogota Norte,Occidental,0441 - Calle 80,201809,6883,0.714860381461154,3
2104422,21,Central,Neiva - Tolima,0442 - Neiva,201809,6001,0.467481564257762,4
2104432,21,Antioquia,Medellin Occidental,0443 - Calasanz,201809,5347,0.785168653681589,2
2104442,21,Central,Sabana,0444 - Cajica,201809,6298,0.983661686757123,2
2104452,21,Occidente,Cali Oriente,0445 - Imbanaco,201809,7618,0.788429645974396,3
2104462,21,Oriente,Magdalena Medio,0446 - Ocana,201809,9415,0.618767154145311,4
2104472,21,Bogota Sur,Sur Oriente,0447 - Lucero,201809,6757,0.704207843644156,3
2104482,21,Bogota Sur,Teusaquillo,0448 - Palermo,201809,5294,0.549137704002532,3
2104492,21,Bogota Norte,Chapinero,0449 - Carrera 7 Calle 67,201809,6130,0.638160627904721,3
2104502,21,Bogota Sur,Sur Oriente,0450 - Candelaria La Nueva,201809,8672,0.89827649798489,3
2104522,21,Antioquia,Medellin El Poblado,0452 - Centro Comercial El Tesoro,201809,6058,0.481205473380976,3
2104532,21,Costa,Barranquilla Sur,0453 - Malambo,201809,5158,0.755346028728456,2
2104542,21,Occidente,Cali Aeropuerto,0454 - Unicentro Palmira,201809,5877,0.92738449952369,2
2104552,21,Occidente,Cali Sur,0455 - Panamericano Cali,201809,6744,1.03909221682244,2
2104562,21,Occidente,Cali Oriente,0456 - Villa Colombia - CALI,201809,8480,0.880230501353419,3
2104572,21,Costa,Barranquilla Sur,0457 - Galapa,201809,3461,0.513431051583475,2
2104582,21,Occidente,Cali Aeropuerto,0458 - Palmira,201809,16714,0.744369322307244,7
2104592,21,Occidente,Cali Sur,0459 - Pasoancho,201809,12273,0.797385861903774,4
2104601,21,Bogota Norte,Occidental,0460 - Avenida Carrera 30,201809,4446,0.700286141810831,2
2104612,21,Occidente,Narino - Cauca,0461 - La Union,201809,3510,0.556794624444622,2
2104622,21,Oriente,Norte de Santander y Arauca,0462 - Pamplona,201809,6549,0.561922551906618,3
2104632,21,Antioquia,Municipios Antioquia,0463 - Marinilla,201809,4945,0.586466764998621,2
2104643,21,Direccion Banca Premium,Premium Antioquia,0464 - Premium Torre Oviedo,201809,539,0.164063858864455,1
2104652,21,Antioquia,Risaralda,0465 - Parque Olaya,201809,5237,0.819551015152576,2
2104662,21,Occidente,Narino - Cauca,0466 - Pasto,201809,12575,0.657822928998783,5
2104672,21,Costa,Barranquilla Norte,0467 - Parque Washington,201809,6421,0.641469519679381,3
2104682,21,Antioquia,Risaralda,0468 - Pereira,201809,10847,0.680113937489471,5
2104692,21,Oriente,Casanare y Bucaramanga,0469 - Piedecuesta,201809,11393,0.733527474063479,4
2104702,21,Occidente,Cali Sur,0470 - Jamundi,201809,13225,0.853107113288025,4
2104712,21,Costa,Magdalena - Guajira,0471 - Pivijay,201809,5516,0.561525336988957,3
2104734,21,Oriente,No hay informacion,0473 - Oficina de Recaudos y Pagos Paseo del Comercio,201809,8356,0.650791820991429,4
2104742,21,Central,Tolima,0474 - Piedrapintada,201809,5040,0.780269996346171,2
2104752,21,Occidente,Cali Oriente,0475 - Comfandi El Prado Cali,201809,7919,0.822057375696346,3
2104762,21,Antioquia,Medellin Occidental,0476 - Belen,201809,7851,0.766469261497002,3
2104772,21,Occidente,Cali Oriente,0477 - Junin,201809,7952,0.826237153984313,3
2104782,21,Antioquia,Municipios Antioquia y Choco,0478 - Carepa,201809,4200,0.494015592017055,2
2104792,21,Occidente,Valle del Cauca,0479 - Villa Cespedes Tulua,201809,7671,0.795251934014605,3
2104802,21,Occidente,Cali Sur,0480 - Canaveralejo,201809,5023,0.774140440613827,2
2104814,21,Bogota Sur,No hay informacion,0481 - Oficina de Recaudos y Pagos Centro Comercial Gran Estacion II,201809,6781,0.704068326197328,3
2104842,21,Occidente,Cali Centro,0484 - Plaza de Caicedo,201809,9569,0.496173983894629,6
2104862,21,Occidente,Cali Sur,0486 - Unicentro,201809,12184,0.788689703710481,4
2104872,21,Occidente,Cali Oriente,0487 - Alameda,201809,4955,0.774407883105911,2
2104882,21,Occidente,Cali Oriente,0488 - Ciudad Cordoba,201809,9007,0.924019210284679,3
2104902,21,Occidente,Cali Norte,0490 - Avenida Tercera,201809,5348,0.830555985821156,2
2104912,21,Central,Neiva - Tolima,0491 - Centro Comercial Murano Neiva,201809,3730,0.586200242352334,2
2104922,21,Bogota Sur,Centro Oriental,0492 - Parque de La Independencia,201809,5875,0.605431330218966,3
2104932,21,Costa,Barranquilla Sur,0493 - Centro Comercial Gran Plaza del  Sol,201809,7084,0.843161882935665,2
2104942,21,Costa,Cesar,0494 - Plaza de Mercado Valledupar,201809,6363,0.64831071246372,3
2104952,21,Occidente,Cali Oriente,0495 - El Templete Cali,201809,6443,0.997049364527751,2
2104962,21,Occidente,Narino - Cauca,0496 - Calle La Herreria,201809,4910,0.774575347606435,2
2104972,21,Antioquia,Sur Valle Aburra,0497 - Caldas,201809,8366,0.651842397745885,3
2104982,21,Occidente,Cali Norte,0498 - Centro Comercial Carrera,201809,6603,0.685629201781988,3
2105042,21,Costa,Bolivar - San Andres/Prov.,0504 - Avenida Pedro Heredia,201809,6252,0.629003296805685,3
2105102,21,Antioquia,Medellin Occidental,0510 - Laureles,201809,5664,0.586013335577585,3
2105112,21,Bogota Sur,Centro Oriental,0511 - Calle 18,201809,5856,0.61034202108753,3
2105122,21,Bogota Sur,Autopista Sur,0512 - Ismael Perdomo,201809,8106,0.840970116922097,3
2105132,21,Oriente,Magdalena Medio,0513 - Puerto Wilches,201809,4847,0.765418908629313,2
2105142,21,Antioquia,Municipios Antioquia y Choco,0514 - Puerto Berrio,201809,5138,0.666049925832403,2
2105162,21,Oriente,Norte de Santander y Arauca,0516 - Los Patios,201809,6943,1.06357124795106,2
2105182,21,Antioquia,Medellin Centro,0518 - Argos,201809,5029,0.769565631617561,2
2105192,21,Central,Girardot,0519 - Arbelaez,201809,2078,0.647051846830313,1
2105202,21,Occidente,Narino - Cauca,0520 - Popayan,201809,11713,0.612544779218371,6
2105242,21,Antioquia,Noroccidente Valle Aburra,0524 - Castilla,201809,6415,0.664340631564095,3
2105262,21,Antioquia,Quindio,0526 - Quimbaya,201809,4533,0.591746093529402,2
2105282,21,Antioquia,Medellin Occidental,0528 - America,201809,7013,0.722633866354423,3
2105292,21,Costa,Magdalena - Guajira,0529 - Centro Comercial Arrecife,201809,4292,0.516834591312753,2
2105302,21,Costa,Magdalena - Guajira,0530 - Riohacha,201809,9215,0.736718314937873,3
2105312,21,Antioquia,Medellin Centro,0531 - SAN IGNACIO,201809,6519,0.675801993812831,3
2105322,21,Antioquia,Municipios Antioquia,0532 - Rionegro,201809,7071,0.591437402501892,3
2105342,21,Antioquia,Noroccidente Valle Aburra,0534 - Bello Plaza,201809,4600,0.716264726839448,2
2105352,21,Antioquia,Quindio,0535 - Armenia Calle 21 Carrera 17,201809,6636,0.692086655955444,3
2105382,21,Antioquia,Medellin Occidental,0538 - Centro Comercial Unicentro Medellin,201809,9305,0.803289428577605,3
2105392,21,Oriente,Magdalena Medio,0539 - San Alberto,201809,7739,0.682434772672779,3
2105402,21,Costa,Bolivar - San Andres/Prov.,0540 - San Andres,201809,6787,0.586375303500381,3
2105422,21,Bogota Sur,Zona Industrial,0542 - Centro Comercial Centro Mayor,201809,12547,0.82546475071414,4
2105432,21,Antioquia,Medellin Occidental,0543 - La Setenta,201809,3226,0.500967051415731,2
2105442,21,Occidente,Cali Centro,0544 - Santa Librada,201809,4651,0.726468640795297,2
2105453,21,Direccion Banca Premium,Premium Bogota 1,0545 - Premium Avenida 19 Calle 114,201809,748,0.245646231563493,1
2105462,21,Central,Magdalena Alto,0546 - Orito Putumayo,201809,4334,0.684578153182137,2
2105477,21,Occidente,Valle del Cauca,0547 - Extension de Oficina Caicedonia,201809,2399,0.742853783213795,1
2105482,21,Costa,Cesar,0548 - San Juan Cesar,201809,4612,0.686293137437737,2
2105493,21,Direccion Banca Premium,No hay informacion,0549 - Centro Historico Cartagena,201809,295,0.0895964171728611,1
2105502,21,Antioquia,Medellin El Poblado,0550 - Centro Comercial City Plaza,201809,4073,0.524748474308806,2
2105512,21,Central,Girardot,0551 - Centro Comercial Unicentro Girardot,201809,5047,0.658456730917371,2
2105522,21,Costa,No hay informacion,0552 - Calle 39 Monteria,201809,4496,0.451656766154414,3
2105533,21,Direccion Banca Premium,Premium Bogota 2,0553 - La Cabrera,201809,925,0.143884740860324,2
2105542,21,Antioquia,Municipios Antioquia,0554 - Santa Rosa de Osos,201809,3512,0.227823790643648,4
2105562,21,Central,Meta,0556 - San Martin,201809,12450,2.02044316598077,2
2105582,21,Antioquia,Noroccidente Valle Aburra,0558 - Centro Comercial Bosque Plaza,201809,5673,0.729341916303598,2
2105622,21,Bogota Sur,Sur Oriente,0562 - Tunjuelito,201809,5168,0.806498825848656,2
2105642,21,Costa,Magdalena - Guajira,0564 - Santa Marta,201809,7712,0.57124521296541,4
2105662,21,Occidente,Cali Norte,0566 - Santa Monica,201809,6703,0.6912357286563,3
2105682,21,Occidente,Cali Centro,0568 - Santa Rita,201809,7182,0.747966081941916,3
2105694,21,Oriente,No hay informacion,0569 - Oficina de Recaudos y Pagos Canaveral,201809,9376,0.607000788436856,4
2105702,21,Central,Sabana,0570 - Guasca,201809,2483,0.775411782210184,1
2105722,21,Antioquia,Caldas,0572 - Santa Rosa de Cabal,201809,9524,0.616120156537786,4
2105742,21,Costa,Barranquilla Sur,0574 - La Cordialidad,201809,8999,0.708984743481445,3
2105762,21,Oriente,Boyaca,0576 - Santa Rosa de Viterbo,201809,2312,0.72669901866599,1
2105782,21,Antioquia,Municipios Antioquia y Choco,0578 - Quibdo,201809,22009,1.0753873977355,6
2105802,21,Central,Villavicencio,0580 - Caqueza,201809,3509,0.557435689556948,2
2105824,21,Oriente,No hay informacion,0582 - Oficina de Recaudos y Pagos Cucuta,201809,9476,0.809785512556293,3
2105832,21,Central,No hay informacion,0583 - Tolemaida,201809,1766,0.462972238196847,1
2105842,21,Antioquia,Noroccidente Valle Aburra,0584 - Sector Estadio,201809,7513,0.647758096946231,3
2105852,21,Oriente,Boyaca,0585 - Sector Sur Tunja,201809,4089,0.65459175381972,2
2105872,21,Central,Cundinamarca,0587 - Sibate,201809,5054,0.787173022265578,2
2105882,21,Occidente,Valle del Cauca,0588 - Sevilla,201809,6881,0.717820251646476,3
2105892,21,Antioquia,Caldas,0589 - Terminal de Transportes Manizales,201809,3346,0.521206292640922,2
2105902,21,Oriente,Bucaramanga,0590 - Real de Minas,201809,6652,0.689375353146491,3
2105922,21,Costa,No hay informacion,0592 - Sincelejo,201809,8996,0.537539810006602,4
2105932,21,Antioquia,Medellin Centro,0593 - La Milagrosa,201809,3996,0.618354204380343,2
2105951,21,Costa,Cesar,0595 - La Loma,201809,3390,0.508684566966776,2
2105962,21,Oriente,Boyaca,0596 - Sogamoso,201809,8397,0.734287655352727,3
2105972,21,Central,Sabana,0597 - Sopo,201809,5564,0.860925768478429,2
2105982,21,Antioquia,Municipios Antioquia,0598 - Centro Comercial Savanna,201809,5216,0.808281719940197,2
2105992,21,Costa,Cesar,0599 - La Jagua,201809,6188,0.77689382577543,2
2106002,21,Oriente,Bucaramanga,0600 - Centro Comercial Cabecera,201809,10583,0.686803299450472,4
2106012,21,Oriente,Norte de Santander y Arauca,0601 - Centro Comercial Ventura Plaza,201809,9834,0.857697771736935,3
2106032,21,Oriente,Boyaca,0603 - Terminal de Transporte Sogamoso,201809,4692,0.750142626795247,2
2106042,21,Central,Sabana,0604 - Briceno,201809,3638,0.572506978311293,2
2106052,21,Bogota Norte,Autopista Nororiental,0605 - Toberin,201809,10671,0.831929090363191,4
2106062,21,Bogota Sur,Occidente,0606 - Tintal Plaza,201809,9480,0.813230248012857,3
2106072,21,Bogota Norte,Calle 72,0607 - Centro Comercial Floresta Outlet,201809,7080,0.732361493033355,3
2106082,21,Central,Girardot,0608 - Tocaima,201809,3747,0.580168034571712,2
2106092,21,Occidente,Cali Sur,0609 - Centro Comercial Carulla Pance,201809,5017,0.790864168957565,2
2106112,21,Oriente,Boyaca y Norte de Cundinamarca,0611 - Ubate,201809,6255,0.676958681366653,3
2106122,21,Occidente,Valle del Cauca,0612 - Tulua,201809,10690,0.836649577044856,4
2106142,21,Oriente,Norte de Santander y Arauca,0614 - Centro Comercial Unicentro Cucuta,201809,8024,0.705525586546726,3
2106152,21,Bogota Norte,Autopista Nororiental,0615 - Centro Comercial Santafe II,201809,8389,0.726432422981147,3
2106162,21,Oriente,Boyaca,0616 - Tunja,201809,12646,0.6605326930118,5
2106182,21,Antioquia,Municipios Antioquia y Choco,0618 - Chigorodo,201809,5520,0.703031718150509,2
2106192,21,Oriente,Norte de Santander y Arauca,0619 - Villa del Rosario,201809,6061,0.630192927543714,3
2106202,21,Antioquia,Municipios Antioquia y Choco,0620 - Turbo,201809,6586,0.568250340031676,3
2106212,21,Bogota Norte,Calle 72,0621 - Centro Empresarial Paralelo 108,201809,7223,0.745926725586634,3
2106222,21,Bogota Norte,Carrera Septima,0622 - Calle 104 Avenida 19,201809,5561,0.584027709357315,3
2106242,21,Bogota Norte,Occidental,0624 - Parque Agroindustrial,201809,4102,0.644103797365049,2
2106252,21,Central,Huila - Caqueta,0625 - Puerto Rico,201809,4544,0.723298914641916,2
2106272,21,Costa,Barranquilla Centro,0627 - Carrera 38,201809,8668,0.684927944968181,3
2106282,21,Costa,Cesar,0628 - Valledupar,201809,5097,0.510147692884102,3
2106302,21,Costa,Barranquilla Centro,0630 - Sector Vivero,201809,5397,0.532685663873541,3
2106313,21,Direccion Banca Premium,No hay informacion,0631 - Ciudad Empresarial Organizacion Luis Carlos Sarmiento,201809,470,0.154636108126271,1
2106322,21,Oriente,Boyaca y Norte de Cundinamarca,0632 - Tocancipa,201809,6589,1.03486755578117,2
2106332,21,Antioquia,Risaralda,0633 - Unicentro Pereira,201809,6793,0.590072137114263,3
2106342,21,Antioquia,Medellin El Poblado,0634 - San Lucas Plaza,201809,3527,0.548224948647964,2
2106362,21,Central,Villavicencio,0636 - Villavicencio,201809,5361,0.566556652607781,3
2106372,21,Bogota Norte,Carrera Septima,0637 - World Trade Center,201809,5704,0.595889306101186,3
2106382,21,Central,Neiva - Tolima,0638 - Centro Comercial Santa Lucia Plaza,201809,1995,0.259614227422592,2
2106392,21,Occidente,Cali Norte,0639 - Vipasa,201809,5379,0.831946982231153,2
2106412,21,Bogota Norte,Carrera Septima,0641 - Bella Suiza,201809,4274,0.670144663993021,2
2106422,21,Central,Neiva - Tolima,0642 - San Juan Plaza Neiva,201809,1598,0.249677148866638,2
2106432,21,Antioquia,Municipios Antioquia,0643 - Ciudad Bolivar,201809,2480,0.320267194821486,2
2106442,21,Antioquia,Municipios Antioquia,0644 - Yarumal,201809,6482,0.506413562117299,4
2106454,21,Occidente,No hay informacion,0645 - Oficina de Recaudos y Pagos Carrera Primera,201809,7799,0.666014683061049,3
2106462,21,Oriente,Casanare y Bucaramanga,0646 - Yopal,201809,8697,0.565899685285121,4
2106482,21,Occidente,Cali Aeropuerto,0648 - Yumbo,201809,7142,0.557251216885567,4
2106492,21,Antioquia,Municipios Antioquia y Choco,0649 - Centro Comercial Nuestro Uraba,201809,3793,0.496070136440201,2
2106522,21,Central,Neiva - Tolima,0652 - Purificacion,201809,3045,0.475139295071878,2
2106532,21,Antioquia,Sur Valle Aburra,0653 - Guayabal Box,201809,5636,0.585044814563683,3
2106551,21,Bogota Norte,No hay informacion,0655 - Escuela Militar de Cadetes General Jose Maria Cordoba,201809,967,0.298234238624643,1
2106562,21,Occidente,Valle del Cauca,0656 - Zarzal,201809,8983,0.706500875685324,4
2106572,21,Costa,Cesar,0657 - Centro Comercial Los Mayales,201809,5211,0.626896444253598,2
2106583,21,Direccion Banca Premium,No hay informacion,0658 - Edificio Banco de Bogota Barranquilla,201809,880,0.271186440677966,1
2106594,21,Costa,No hay informacion,0659 - Oficina de Recaudos y Pagos Cartagena,201809,6219,0.680924744482626,3
2106602,21,Central,Sabana,0660 - Zipaquira,201809,7079,0.738213845890396,3
2106634,21,Bogota Norte,No hay informacion,0663 - Oficina de Recaudos y Pagos Calle 128,201809,8741,0.565627362438394,4
2106684,21,Central,No hay informacion,0668 - Oficina de Recaudos y Pagos Avenida 40 Villavicencio,201809,8203,0.858293579549265,3
2106714,21,Occidente,No hay informacion,0671 - Oficina de Recaudos y Pagos La Campina,201809,7880,0.676192199103747,3
2106747,21,Costa,Bolivar - San Andres/Prov.,0674 - Providencia,201809,6550,1.01777539599001,2
2106752,21,Costa,Barranquilla Norte,0675 - Centro Comercial Le Champ,201809,3089,0.385088539618521,2
2106762,21,Oriente,Boyaca,0676 - Paipa,201809,4053,0.549737406727282,2
2106772,21,Antioquia,Medellin El Poblado,0677 - Centro Comercial Premium Plaza,201809,9114,0.588613092283582,4
2106782,21,Occidente,Cali Sur,0678 - Centro Comercial La 14 Valle de Lili,201809,8555,0.897747025320087,3
2106792,21,Occidente,Cali Oriente,0679 - Centro Comercial Rio Cauca,201809,6705,0.695914340216662,3
2106922,21,Occidente,Narino - Cauca,0692 - Tumaco,201809,7670,0.667643750867305,3
2106932,21,Occidente,Narino - Cauca,0693 - Unicentro Pasto,201809,7578,0.797963466149466,3
2106942,21,Bogota Norte,Santa Barbara,0694 - Unicentro Bogota Entrada 7,201809,7932,0.696007143328044,3
2106952,21,Central,Meta,0695 - Puerto Carreno,201809,2110,0.329114157985293,2
2106972,21,Central,Meta,0697 - Puerto Lopez,201809,2961,0.468258354940105,2
2106991,21,Central,No hay informacion,0699 - Base Militar Larandia,201809,724,0.215983155674041,1
2107042,21,Central,Neiva - Tolima,0704 - Quirinal,201809,4027,0.622683793182587,2
2107052,21,Central,Meta,0705 - Castilla La Nueva,201809,2315,0.766601796482134,1
2107087,21,Central,Cundinamarca,0708 - Extension de Oficina Madrid,201809,5873,0.865216408647918,2
2107502,21,Central,Neiva - Tolima,0750 - Guamo,201809,3330,0.544791298195968,2
2107522,21,Antioquia,Sur Valle Aburra,0752 - Centro Comercial Avesmaria,201809,8796,0.753125229694844,3
2107672,21,Central,Neiva - Tolima,0767 - Chaparral,201809,3965,0.616188181436034,2
2107812,21,Antioquia,Quindio,0781 - Montenegro,201809,3875,0.499602646935374,2
2107922,21,Central,Neiva - Tolima,0792 - Calle Septima Neiva,201809,3732,0.582448880557412,2
2107932,21,Central,Huila - Caqueta,0793 - Pitalito,201809,4990,0.791307348895861,2
2107962,21,Bogota Sur,Autopista Sur,0796 - Bosa Centro,201809,8885,0.913854182312481,3
2107982,21,Central,Cundinamarca,0798 - Subachoque,201809,3320,0.519926612913307,2
2107992,21,Central,Sabana,0799 - Calera,201809,3829,0.597560999965071,2
2108002,21,Costa,No hay informacion,0800 - Planeta Rica,201809,4125,0.492615739819275,2
2108012,21,Bogota Sur,Calle 26,0801 - Engativa,201809,7903,0.821073870483449,3
2108022,21,Bogota Norte,Noroccidente,0802 - Centro Suba,201809,7936,0.821794623045645,3
2108032,21,Occidente,Cali Centro,0803 - San Nicolas,201809,7791,0.813844893715555,3
2108042,21,Central,Meta,0804 - Puerto Gaitan,201809,3444,0.541251532049175,2
2108072,21,Oriente,Boyaca,0807 - Centro Comercial Unicentro Tunja,201809,5701,0.753556406864988,2
2108082,21,Antioquia,Noroccidente Valle Aburra,0808 - Centro Comercial Puerta del Norte,201809,7684,0.659634123484638,3
2108102,21,Costa,Barranquilla Sur,0810 - Centro Comercial Metropolitano,201809,8189,0.644417042672266,3
2108112,21,Antioquia,Medellin Occidental,0811 - La Gran Via,201809,6692,0.687499944829278,3
2108124,21,Occidente,No hay informacion,0812 - Oficina de Recaudos y Pagos Avenida Sexta,201809,9280,0.792823670903017,3
2108154,21,Occidente,No hay informacion,0815 - Oficina de Recaudos y Pagos Yumbo,201809,8797,0.777224086495757,3
2108172,21,Occidente,Narino - Cauca,0817 - Centro Comercial Campanario,201809,7683,0.615990686458266,4
2108192,21,Bogota Norte,Chapinero,0819 - Campin,201809,4810,0.753105946405885,2
2108222,21,Central,Sabana,0822 - Megacity,201809,4621,0.405133876619141,3
2108252,21,Oriente,Norte de Santander y Arauca,0825 - El Zulia,201809,3090,0.965798615194024,1
2108273,21,Direccion Banca Premium,Premium Occidente,0827 - Premium Edificio Banco de Bogota,201809,1059,0.112873248541593,3
2108284,21,Occidente,No hay informacion,0828 - Oficina de Recaudos y Pagos Imbanaco,201809,7189,0.907516346910383,2
2108292,21,Costa,No hay informacion,0829 - Centro Comercial Nuestro Monteria,201809,4607,0.55733948501545,2
2108302,21,Costa,Barranquilla Sur,0830 - Soledad Atlantico,201809,4698,1.38138332328803,1
2108342,21,Oriente,No hay informacion,0834 - Foscal Internacional,201809,2723,0.424363012987929,2
2108352,21,Costa,No hay informacion,0835 - Sahagun,201809,4713,0.707158861687984,2
2108362,21,Central,Tolima,0836 - Murillo Toro,201809,5483,0.858608186176156,2
2108372,21,Central,Tolima,0837 - Los Ocobos,201809,6641,0.692430592822622,3
2108382,21,Central,Girardot,0838 - Centro Comercial Penalisa Mall,201809,860,0.111068395064695,2
2108394,21,Central,No hay informacion,0839 - Oficina de Recaudos y Pagos Ibague,201809,6810,1.05679485312666,2
2108402,21,Central,Magdalena Alto,0840 - Fresno,201809,2935,0.458494772343385,2
2108412,21,Antioquia,Caldas,0841 - Manzanares,201809,1858,0.583596477422127,1
2108422,21,Antioquia,Risaralda,0842 - Parque Lago Uribe - Pereira,201809,6598,0.685706804341036,3
2108434,21,Central,No hay informacion,0843 - Oficina de Recaudos y Pagos Neiva,201809,6539,0.678652438819751,3
2108452,21,Antioquia,Quindio,0845 - Ciudad Milagro Armenia,201809,8691,0.905495837902112,3
2108472,21,Antioquia,Caldas,0847 - Anserma,201809,3943,0.613156429605528,2
2108482,21,Antioquia,Caldas,0848 - Riosucio,201809,3846,0.601398351196872,2
2108492,21,Oriente,Bucaramanga,0849 - Carrera 33 Cabecera,201809,5204,0.813527982821525,2
2108502,21,Oriente,Magdalena Medio,0850 - Parque Uribe - Barrancabermeja,201809,4281,0.670778099493144,2
2108522,21,Central,Villavicencio,0852 - Villa Julia,201809,6439,0.506520315546163,4
2108532,21,Central,Villavicencio,0853 - Cumaral,201809,6702,0.696613533387928,3
2108552,21,Oriente,Casanare y Bucaramanga,0855 - Rio Cravo,201809,6503,0.679884532997528,3
2108564,21,Costa,No hay informacion,0856 - Oficina de Recaudos y Pagos Calle 30,201809,6516,0.779580898381789,2
2108614,21,Occidente,No hay informacion,0861 - Oficina de Recaudos y Pagos Buenaventura,201809,7476,0.64293086764697,3
2108624,21,Bogota Sur,No hay informacion,0862 - Oficina de Recaudos y Pagos Centro Comercial Mercurio,201809,13582,1.15442988309408,3
2108632,21,Costa,Cesar,0863 - Centro Comercial Guatapuri,201809,5318,0.644097371444709,2
2108644,21,Costa,No hay informacion,0864 - Oficina de Recaudos y Pagos Valledupar,201809,7546,0.599875251864631,3
2108654,21,Antioquia,No hay informacion,0865 - Oficina de Recaudos y Pagos Sector Estadio Medellin,201809,6034,0.624050438156209,3
2108687,21,Occidente,No hay informacion,0868 - Extension de Oficina Ingredion Colombia,201809,1535,0.472795295774846,1
2108692,21,Occidente,Cali Sur,0869 - Centro Comercial Premier Limonar,201809,7785,0.80256265304728,3
2108742,21,Costa,Barranquilla Norte,0874 - Centro Comercial Miramar,201809,5710,0.689324478248575,2
2108782,21,Central,Villavicencio,0878 - Clinica Meta,201809,4080,0.633105575215231,2
2108793,21,Direccion Banca Premium,Premium Bogota 2,0879 - Oficina Premium Calle 36,201809,613,0.202174496687626,1
2108802,21,Costa,No hay informacion,0880 - Monteria Norte,201809,3622,0.365878788994367,3
2108814,21,Oriente,No hay informacion,0881 - Oficina de Recaudos y Pagos Cabecera,201809,10316,0.661200322396793,4
2108852,21,Central,Girardot,0885 - Anapoima,201809,4123,0.530012646437916,2
2108894,21,Antioquia,No hay informacion,0889 - Oficina de Recaudos y Pagos Plaza Bolivar Pereira,201809,9592,0.590864764715637,5
2108952,21,Oriente,Boyaca y Norte de Cundinamarca,0895 - Moniquira,201809,2951,0.470191841640114,2
2108972,21,Antioquia,Municipios Antioquia y Choco,0897 - Caucasia,201809,7601,0.660644842696122,3
2108991,21,Bogota Norte,Carrera Septima,0899 - Universidad El Bosque,201809,3311,0.511504095939577,2
2109002,21,Oriente,Bucaramanga,0900 - Centro Comercial Cacique,201809,8656,1.14145015529539,2
2109064,21,Costa,No hay informacion,0906 - Oficina de Recaudos y Pagos Calle 72,201809,10266,0.608534351572584,4
2109072,21,Costa,Bolivar - San Andres/Prov.,0907 - Centro Comercial Caribe Plaza,201809,7218,0.581176583779922,3
2109102,21,Costa,Barranquilla Centro,0910 - Centro Comercial Portal del Prado,201809,6571,0.826143018235208,2
2109112,21,Occidente,Valle del Cauca,0911 - Centro Comercial Viva Buenaventura,201809,5740,0.614075858244008,3
2109122,21,Antioquia,Risaralda,0912 - Centro Comercial Pereira Plaza,201809,6691,0.868160108109972,2
2109132,21,Antioquia,Risaralda,0913 - Centro Comercial Victoria Plaza,201809,7789,1.05308944781774,2
2109142,21,Antioquia,Municipios Antioquia,0914 - Guarne,201809,4491,0.575813760840145,2
2109202,21,Central,Sabana,0920 - Siberia,201809,4375,0.690793421075188,2
2109243,21,Direccion Banca Premium,Premium Bogota 1,0924 - Oficina Premium Urban Plaza,201809,782,0.256000013396041,1
2109372,21,Central,Huila - Caqueta,0937 - Gigante,201809,1711,0.441043956739284,1
2109397,21,Occidente,No hay informacion,0939 - Terminal de Transportes Pasto,201809,3631,1.13490712257859,1
2109422,21,Antioquia,Municipios Antioquia,0942 - Santuario,201809,2342,0.72784332833991,1
2109482,21,Bogota Sur,Autopista Sur,0948 - Centro Comercial Miraflores,201809,4932,0.761766682149638,2
2109653,21,Direccion Banca Premium,Premium Antioquia,0965 - San Fernando Plaza,201809,567,0.184450492281645,1
2109683,21,Direccion Banca Premium,Premium Occidente,0968 - Centro Comercial Unicentro Cali,201809,1514,0.490845192269806,1
